County,cluster_number,cluster_type,respondent_sex,respondent_age,education_completed_raw,education_completed_other,female_hh_highest_education,emergency_access_area_type,income_source_farming,income_source_employment,income_source_casual_work,income_source_self_employment,income_source_social_transfer,income_source_rental_income,income_source_investments,income_source_pension_annuity,income_source_family_support,monthly_income_ksh,trusted_financial_provider,insurance_doc_barrier_no_insurance,insurance_doc_barrier_not_in_own_name,loan_barrier_low_income_to_repay,loan_barrier_inadequate_documentation,savings_barrier_distrust_institutions,bank_barrier_distrust_banks,sacco_barrier_lack_of_trust,mobile_money_barrier_untrustworthy_agents,formal_account_barrier_distrust,cost_to_nearest_bank,walk_time_to_nearest_bank,cost_to_nearest_mobile_money_agent,walk_time_to_nearest_mobile_money_agent,cost_to_nearest_bank_agent,walk_time_to_nearest_bank_agent,education,education_femHH,education_anyHH,bank_usage,insurance_usage,mobile_bank_usage,mobile_money_usage,incomegp,mobile_money_access,mobile_money_active,incomegpnew,incomegp_new,financially_included
West Pokot,10224046,Rural,Male,32,"""Some primary """,,,No,Yes,No,No,No,No,No,No,No,No,5000,A group / chama,,,,,,No,No,No,,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Never had,KSh 3001 - 7500,No,No,"KSh 3,001 - 5,000",KSh 3001 - 7500,0
Siaya,10241046,Rural,Female,40,"""Some primary """,,,No,No,No,No,Yes,No,No,No,No,No,2000,A bank,,,,,,No,No,,,Between KSh 51- 100,More than 3 hours,,,Between KSh 51 - 100,More than 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kirinyaga,10220202,Urban,Female,16,"""Some secondary""",,Some primary,No,No,No,Yes,No,No,No,No,No,Yes,500,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,No,Yes,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,Primary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,Yes,No,"KSh 1 - 1,000",< KSh 3000,0
Nyamira,10246010,Rural,Male,23,"""University completed """,,Secondary completed,No,No,Yes,No,Yes,No,No,No,No,No,35000,A bank,,,,,,,No,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,Secondary,Tertiary,Currently have,Never had,Never had,Currently have,KSh 30001 - 70000,Yes,Yes,"KSh 20,001 - 50,000",KSh 30001 - 70000,1
Kirinyaga,10120021,Rural,Male,61,Some university,,"""Some secondary""",No,Yes,No,No,No,No,No,No,No,No,24000,A bank,,,No,,,,,,No,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,Under 10 minutes,Tertiary,Secondary,Tertiary,Currently have,Currently have,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Kitui,10115173,Urban,Male,57,"""Primary completed""",,Primary completed,No,No,No,Yes,No,No,No,No,No,No,9000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,Yes,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Vihiga,10238122,Rural,Female,46,"""Some primary """,,,No,No,No,No,No,No,No,No,No,Yes,10000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,Yes,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kiambu,10222102,Urban,Female,33,"""Secondary completed """,,,No,No,No,No,No,No,No,No,No,Yes,5000,Mobile banking provider,,,,,No,No,No,,No,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Used to have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Tana River,10104173,Urban,Male,34,"""None """,,,No,No,No,No,No,No,No,No,No,Yes,10000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,,No Female HH head,,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,No,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kisii,10245062,Rural,Female,71,"""None """,,,No,Yes,No,No,No,Yes,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,,No Female HH head,,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Turkana,10223050,Rural,Female,40,"""None """,,,No,No,No,No,Yes,No,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,No,No,More than KSh 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Bomet,10236062,Rural,Male,30,"""Some primary """,,,No,Yes,No,No,No,No,No,No,No,No,4000,A Sacco,,,,,,No,,,,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Kakamega,10237070,Rural,Male,80,"""None """,,"""None""",No,No,No,No,No,Yes,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,,,No,No,No,No,Yes,Less than KSh 50,About 1 to 3 hours,,,Less than KSh 50,About 1 to 3 hours,,,,Never had,Never had,Never had,Never had,Don't Know,Yes,No,Don't Know,Others,0
Machakos,10216178,Urban,Male,35,"""Secondary completed """,,Primary completed,No,No,No,Yes,No,No,No,No,No,No,5000,A bank,,,,,,,No,,No,Less than KSh 50,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,Primary,Secondary,Currently have,Currently have,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Kajiado,10234074,Rural,Female,19,"""Some primary """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,2000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,No,,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,0
Siaya,10241078,Rural,Male,64,"""Some primary """,,,No,Yes,No,No,No,No,No,No,No,No,2000,A group / chama,,,,,,,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Garissa,10207202,Urban,Male,28,"""Secondary completed """,,"""None""",No,No,No,Yes,No,No,No,No,No,No,15000,A bank,,,,,,,No,,Yes,Between KSh 201- 500,About 1 to 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,Secondary,,Secondary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Migori,10244002,Rural,Female,22,"""Secondary completed """,,"""Some secondary""",No,No,No,No,Yes,No,No,No,No,No,15000,A bank,,,,,,,No,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,Secondary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Meru,10212098,Rural,Female,37,"""Some primary """,,"""None""",No,Yes,No,No,No,No,No,No,No,No,3000,"""None of these(DO NOT READ OUT)""",,,,,No,No,Yes,No,No,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",Primary,,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Nyandarua,10118077,Rural,Female,34,"""Secondary completed """,,,Yes,No,Yes,No,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,Yes,,,No,No,,No,Between KSh 101- 200,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Wajir,10208214,Urban,Male,16,"""Some primary """,,"""None""",No,No,No,No,Yes,No,No,No,No,No,15000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,More than KSh 500,More than 3 hours,,,Less than KSh 50,About 10 to 30 minutes,Primary,,Primary,Never had,Never had,Never had,Never had,KSh 7501-15000,No,No,"KSh 10,001-20,000",KSh 7501-15000,0
Tana River,10204062,Rural,Male,80,"""None """,,"""None""",No,No,No,No,No,No,No,No,No,Yes,5000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,,,,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,No,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Isiolo,10211142,Urban,Male,65,"""Some primary """,,"""None""",No,No,No,No,Yes,No,No,No,No,Yes,4000,"""None of these(DO NOT READ OUT)""",,,,,No,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Uasin Gishu,10227014,Rural,Male,17,"""Some secondary""",,"""Some secondary""",No,No,No,Yes,No,No,No,No,No,No,1000,"""Don't know(DO NOT READ OUT)""",,,,,,No,No,No,No,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Secondary,Secondary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
Kisumu,10242066,Rural,Male,22,"""Primary completed""",,Primary completed,No,No,No,Yes,No,No,No,No,No,No,2000,A bank,,,,,,No,No,,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Primary,Primary,Primary,Currently have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Samburu,10225142,Urban,Female,51,"""Secondary completed """,,Some primary,No,Yes,Yes,No,No,No,No,No,No,No,39000,Microfinance banks,,,No,,,,,,,Close enough to walk  No need to spend,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,Primary,Secondary,Currently have,Currently have,Used to have,Currently have,KSh 30001 - 70000,Yes,Yes,"KSh 20,001 - 50,000",KSh 30001 - 70000,1
Embu,10214018,Rural,Male,66,"""Some secondary""",,Some primary,No,Yes,No,No,No,No,No,No,No,No,1000,A bank,,,,,,,No,,No,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Secondary,Primary,Secondary,Currently have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Nyamira,10246018,Rural,Male,51,"""Some primary """,,Secondary completed,No,No,Yes,No,No,No,No,No,No,No,12000,A Sacco,,,,,,,,,No,Between KSh 51- 100,About 1 to 3 hours,,,Less than KSh 50,Between 30 minutes to 1 hour,Primary,Secondary,Primary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Nyandarua,10218070,Rural,Male,42,"""Primary completed""",,,No,Yes,No,Yes,No,No,No,No,No,No,2000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 201- 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Nakuru,10132029,Rural,Male,49,"""Some primary """,,Primary completed,No,No,No,Yes,No,No,No,No,No,Yes,1000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,,,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
West Pokot,10124153,Urban,Male,25,"""University completed """,,No female household head/spouse,No,Yes,No,No,No,No,No,No,No,No,10000,A bank,,,No,,,,No,,Yes,Less than KSh 50,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Garissa,10207058,Rural,Male,60,"""None """,,"""None""",No,Yes,No,No,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""","""None of these(DO NOT READ OUT)""",,,,,No,No,No,No,No,,,Close enough to walk  No need to spend,Under 10 minutes,More than KSh 500,More than 3 hours,,,,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Nyandarua,10218182,Urban,Male,24,Completed technical training after secondary school,,Secondary completed,No,No,No,Yes,No,No,No,No,No,No,5000,A bank,,,,,,,Yes,,No,Between KSh 51- 100,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,Secondary,Tertiary,Currently have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Machakos,10216202,Urban,Male,38,"""Secondary completed """,,,No,No,No,No,Yes,No,No,No,No,No,8000,Mobile money provider e.g Safaricom fuliza,,,No,,,No,No,,No,Close enough to walk  No need to spend,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Used to have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Isiolo,10211182,Urban,Female,40,"""Secondary completed """,,,No,No,No,No,Yes,No,No,No,No,Yes,15000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,No,Close enough to walk  No need to spend,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Taita-Taveta,10206094,Rural,Male,24,"""Some secondary""",,,No,No,No,No,Yes,No,No,No,No,Yes,3000,Mobile money provider e.g Safaricom fuliza,,,No,,,No,,,No,More than KSh 500,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Secondary,No Female HH head,Secondary,Used to have,Never had,Used to have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kisii,10245030,Rural,Male,36,"""Some primary """,,Some primary,No,Yes,No,No,No,No,No,No,No,Yes,2000,Mobile money provider e.g Safaricom fuliza,,,No,,,No,No,,No,Between KSh 201- 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Between 30 minutes to 1 hour,Primary,Primary,Primary,Used to have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Turkana,10123189,Urban,Male,28,"""Some primary """,,"""None""",No,No,No,No,Yes,No,No,No,No,No,1000,Mobile money provider e.g Safaricom fuliza,,,No,,,,No,,No,Less than KSh 50,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,,Primary,Currently have,Never had,Currently have,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Makueni,10217170,Urban,Female,25,"""Primary completed""",,,No,No,No,Yes,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Close enough to walk  No need to spend,Under 10 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Nairobi City,10147273,Urban,Male,55,"""Secondary completed """,,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Used to have,Never had,Used to have,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Kirinyaga,10120181,Urban,Female,71,"""Some primary """,,,No,No,No,No,No,No,No,No,No,Yes,10000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,,No,Close enough to walk  No need to spend,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Meru,10112145,Rural,Female,48,"""Some primary """,,Some primary,No,Yes,No,No,No,No,No,No,No,No,6000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Between KSh 101- 200,More than 3 hours,,,Less than KSh 50,Between 30 minutes to 1 hour,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Taita-Taveta,10206002,Rural,Female,16,"""Some secondary""",,Some primary,No,No,No,No,No,No,No,No,No,Yes,600,"""Don't know(DO NOT READ OUT)""",Yes,,,,,No,No,,No,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 101 - 200,About 1 to 3 hours,Secondary,Primary,Secondary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Kisii,10245114,Rural,Female,33,"""Some primary """,,,No,Yes,No,Yes,No,Yes,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,No,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Primary,No Female HH head,Primary,Currently have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Meru,10212034,Rural,Male,19,"""Some primary """,,No female household head/spouse,No,No,No,Yes,No,No,No,No,No,No,3000,A bank,,,,,,No,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kitui,10215058,Rural,Female,32,"""Secondary completed """,,,No,No,No,No,Yes,No,No,No,No,Yes,1000,Mobile money provider e.g Safaricom fuliza,,,No,,,No,No,,,Between KSh 101- 200,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Kericho,10235018,Rural,Male,42,"""Some primary """,,Some primary,No,No,No,Yes,No,No,No,No,No,No,3000,"""None of these(DO NOT READ OUT)""",,,,,No,No,No,No,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Less than KSh 50,About 10 to 30 minutes,Primary,Primary,Primary,Used to have,Never had,Used to have,Used to have,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,0
Taita-Taveta,10206122,Urban,Female,26,"""Secondary completed """,,,No,No,Yes,No,No,No,No,No,No,Yes,5000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Used to have,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Nandi,10229094,Rural,Male,28,"""Some primary """,,,No,Yes,No,No,No,No,No,No,No,No,4000,Mobile money provider e.g Safaricom fuliza,,,,,,No,Yes,,,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 101 - 200,About 1 to 3 hours,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Nairobi City,10247198,Urban,Male,21,Some technical training after secondary school,,Secondary completed,No,No,No,No,No,No,No,No,No,Yes,1000,A bank,,,,,,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,Secondary,Tertiary,Used to have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Makueni,10117005,Rural,Female,70,"""None """,,Primary completed,No,No,No,No,No,No,No,No,No,Yes,500,"""Don't know(DO NOT READ OUT)""",,,,,No,No,No,No,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,,Primary,,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
Trans Nzoia,10226038,Rural,Male,35,"""Primary completed""",,,No,No,No,No,Yes,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",A bank,,,,,,No,No,,,Between KSh 101- 200,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Laikipia,10131041,Rural,Female,39,"""Primary completed""",,,No,No,No,Yes,No,No,No,No,No,No,2000,A bank,,,,,No,No,No,,No,Between KSh 101- 200,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,No Female HH head,Primary,Used to have,Never had,Used to have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Siaya,10141041,Rural,Female,40,"""Some primary """,,,Yes,No,No,Yes,No,No,No,No,No,No,1000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Nyeri,10119205,Urban,Female,27,Completed technical training after secondary school,,Secondary completed,No,No,Yes,No,No,No,No,No,No,No,13000,A Sacco,,,,,,,,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,Secondary,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Embu,10214146,Urban,Female,52,"""Some primary """,,No female household head/spouse,Yes,No,Yes,No,No,No,No,No,No,No,8000,A group / chama,,,,,,No,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,No Female HH head,Primary,Used to have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Taita-Taveta,10106021,Rural,Female,43,"""Some secondary""",,Primary completed,No,Yes,No,Yes,No,No,No,No,No,No,6000,A bank,,,No,,,No,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Secondary,Primary,Secondary,Used to have,Used to have,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Tharaka-Nithi,10213126,Rural,Female,70,"""None """,,,No,Yes,No,No,No,Yes,No,No,No,No,3000,"""None of these(DO NOT READ OUT)""",,,,,,No,,No,No,,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,,No Female HH head,,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
West Pokot,10224110,Rural,Male,40,"""None """,,Some primary,No,Yes,No,No,No,No,No,No,No,No,3000,A bank,,,,,,No,No,,,Between KSh 201- 500,More than 3 hours,,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,Primary,,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,1
